B1,B2,B3,B4,B5,dapar,tzadak,mavdak1,mavdak2,rejected,nf,ne,socioT,socioP
223.0,264.0,211.0,118.0,225.0,80.0,33.0,,,0,0,0,,
251.0,250.0,223.0,123.0,238.0,80.0,,,,0,0,0,7.0,
281.0,301.0,244.0,80.0,245.0,50.0,38.0,,,0,0,0,21.0,
315.0,325.0,192.0,78.0,147.0,70.0,,,,0,0,0,14.0,
287.0,247.0,188.0,148.0,236.0,60.0,,,,0,0,0,14.0,
227.0,247.0,171.0,180.0,218.0,70.0,24.0,,,0,0,0,24.0,
282.0,269.0,238.0,126.0,248.0,60.0,,,,0,0,0,26.0,
254.0,255.0,241.0,145.0,213.0,90.0,,,,0,0,0,8.0,
264.0,268.0,299.0,94.0,242.0,60.0,,,,0,0,0,30.0,
246.0,287.0,236.0,111.0,207.0,80.0,24.0,,,0,0,0,54.0,
244.0,213.0,225.0,245.0,246.0,70.0,,,,0,0,0,46.0,
276.0,235.0,213.0,136.0,265.0,80.0,25.0,,,0,0,0,12.0,
256.0,302.0,256.0,64.0,253.0,60.0,,,,0,0,0,70.0,
235.0,210.0,186.0,143.0,235.0,90.0,24.0,,,0,1,0,0.0,
228.0,234.0,248.0,136.0,239.0,60.0,26.0,,,0,0,0,75.0,
257.0,270.0,244.0,139.0,235.0,60.0,26.0,,,0,0,0,14.0,
269.0,280.0,238.0,139.0,240.0,50.0,,,,0,0,0,33.0,
262.0,253.0,272.0,107.0,256.0,70.0,,,,0,0,0,79.0,
262.0,273.0,255.0,145.0,228.0,60.0,26.0,,,0,0,0,,
276.0,271.0,272.0,105.0,255.0,50.0,,,,0,0,0,25.0,
264.0,240.0,288.0,138.0,283.0,80.0,,,,0,0,0,0.0,
252.0,267.0,311.0,98.0,261.0,80.0,23.0,,,0,0,0,,
240.0,272.0,219.0,181.0,228.0,80.0,,,,0,0,0,0.0,
244.0,243.0,251.0,173.0,264.0,80.0,,,,0,0,0,0.0,
287.0,293.0,290.0,75.0,258.0,40.0,35.0,,,0,0,1,,
301.0,297.0,281.0,84.0,294.0,60.0,,,,0,0,0,,
282.0,259.0,213.0,111.0,235.0,80.0,,,,0,0,0,0.0,
261.0,243.0,257.0,110.0,216.0,90.0,26.0,,,0,0,0,0.0,
267.0,277.0,248.0,167.0,267.0,60.0,,,,0,0,0,18.0,
280.0,311.0,284.0,106.0,209.0,60.0,,,,0,0,0,,
256.0,259.0,272.0,134.0,238.0,40.0,,,,0,0,0,47.0,
257.0,254.0,230.0,122.0,254.0,70.0,22.0,,,0,0,0,15.0,
227.0,244.0,226.0,188.0,248.0,60.0,,,,0,0,0,12.0,
288.0,280.0,209.0,116.0,234.0,60.0,,,,0,0,0,77.0,
241.0,248.0,286.0,166.0,227.0,70.0,,,,0,0,0,0.0,
260.0,292.0,258.0,117.0,217.0,60.0,34.0,,,0,0,0,,
232.0,260.0,241.0,123.0,233.0,50.0,,,,0,0,0,42.0,
265.0,252.0,213.0,138.0,246.0,70.0,,,,0,0,1,34.0,
281.0,299.0,312.0,71.0,280.0,60.0,,,,0,0,0,,
252.0,226.0,193.0,155.0,206.0,90.0,,,,0,0,0,24.0,
206.0,253.0,229.0,180.0,244.0,60.0,,,,0,0,0,20.0,
245.0,271.0,225.0,149.0,239.0,70.0,,,,0,0,0,26.0,
279.0,260.0,238.0,141.0,240.0,60.0,26.0,,,0,0,0,,
199.0,212.0,167.0,176.0,223.0,80.0,26.0,,,1,0,1,,
224.0,303.0,205.0,93.0,202.0,70.0,24.0,,,0,0,0,27.0,
252.0,252.0,210.0,130.0,221.0,60.0,,,,0,0,0,4.0,
183.0,253.0,223.0,178.0,238.0,90.0,23.0,,,0,0,0,18.0,
220.0,281.0,252.0,148.0,243.0,90.0,24.0,,,0,0,0,14.0,
209.0,279.0,171.0,170.0,251.0,70.0,20.0,,,0,0,0,,
274.0,299.0,260.0,98.0,247.0,60.0,28.0,,,0,0,0,9.0,
242.0,242.0,217.0,138.0,232.0,60.0,25.0,,,0,0,0,15.0,
277.0,274.0,220.0,95.0,265.0,90.0,20.0,,,1,0,0,26.0,
262.0,278.0,284.0,107.0,253.0,90.0,31.0,,,0,0,0,,
277.0,260.0,286.0,69.0,240.0,70.0,31.0,,,0,0,0,89.0,
249.0,264.0,244.0,103.0,285.0,80.0,28.0,,,0,1,0,3.0,
242.0,250.0,239.0,116.0,259.0,90.0,24.0,,,0,0,0,60.0,
265.0,262.0,228.0,122.0,201.0,80.0,,,,0,0,0,10.0,
267.0,269.0,243.0,145.0,268.0,40.0,,,,0,0,0,43.0,
266.0,216.0,233.0,222.0,217.0,70.0,,,,0,0,0,24.0,
255.0,240.0,193.0,148.0,208.0,90.0,22.0,,,0,0,0,36.0,
282.0,270.0,251.0,148.0,190.0,70.0,,,,0,0,0,32.0,
296.0,289.0,224.0,101.0,239.0,50.0,,,,0,0,0,9.0,
247.0,261.0,187.0,160.0,221.0,90.0,30.0,,,0,0,0,33.0,
288.0,299.0,300.0,54.0,289.0,80.0,32.0,,,0,0,0,48.0,
297.0,269.0,247.0,101.0,262.0,70.0,,,,0,1,0,7.0,
278.0,287.0,293.0,96.0,276.0,90.0,26.0,,,0,0,0,13.0,
300.0,293.0,200.0,72.0,209.0,50.0,23.0,,,0,0,0,4.0,
262.0,252.0,209.0,158.0,225.0,60.0,,,,0,0,0,34.0,
269.0,279.0,287.0,80.0,231.0,70.0,27.0,,,0,0,0,,
248.0,315.0,175.0,82.0,234.0,80.0,31.0,,,0,0,0,13.0,
288.0,274.0,235.0,108.0,255.0,70.0,,,,0,0,0,13.0,
261.0,254.0,244.0,138.0,232.0,90.0,25.0,,,0,0,0,,
238.0,237.0,281.0,161.0,269.0,90.0,,,,0,0,0,0.0,
253.0,291.0,257.0,114.0,236.0,90.0,34.0,,,0,0,0,33.0,
251.0,224.0,247.0,149.0,205.0,90.0,20.0,,,0,0,0,21.0,
289.0,246.0,245.0,164.0,229.0,60.0,,,,0,0,0,67.0,
285.0,282.0,289.0,140.0,309.0,50.0,,,,0,0,0,47.0,
294.0,281.0,252.0,102.0,242.0,60.0,25.0,,,1,0,0,17.0,
233.0,259.0,190.0,142.0,161.0,60.0,24.0,,,0,0,0,4.0,
277.0,260.0,280.0,131.0,301.0,60.0,,,,0,0,0,0.0,
240.0,219.0,215.0,158.0,212.0,90.0,22.0,,,0,0,0,,
284.0,269.0,239.0,113.0,237.0,50.0,,,,0,0,1,36.0,
238.0,247.0,206.0,148.0,237.0,70.0,26.0,,,0,0,0,,
242.0,256.0,222.0,158.0,184.0,70.0,,,,0,0,0,15.0,
261.0,254.0,245.0,155.0,260.0,70.0,,,,0,0,0,27.0,
286.0,285.0,274.0,137.0,257.0,80.0,,,,0,0,0,,
272.0,309.0,257.0,114.0,268.0,50.0,28.0,,,0,0,0,,
278.0,280.0,237.0,105.0,292.0,60.0,,,,0,0,0,0.0,
287.0,226.0,254.0,144.0,251.0,70.0,,,,0,0,0,,
271.0,239.0,183.0,138.0,250.0,90.0,22.0,,,0,0,0,0.0,
288.0,277.0,265.0,81.0,295.0,70.0,32.0,,,0,0,0,38.0,
243.0,253.0,222.0,134.0,202.0,50.0,,,,0,0,1,18.0,
247.0,250.0,232.0,154.0,189.0,70.0,19.0,,,0,0,0,0.0,
276.0,304.0,227.0,68.0,256.0,70.0,26.0,,,0,0,0,17.0,
257.0,240.0,211.0,152.0,244.0,90.0,25.0,,,0,0,0,6.0,
251.0,252.0,218.0,135.0,238.0,70.0,25.0,,,0,0,0,19.0,
266.0,254.0,246.0,139.0,249.0,80.0,,,,0,0,0,53.0,
246.0,267.0,266.0,147.0,246.0,90.0,30.0,,,0,0,0,15.0,
270.0,289.0,290.0,108.0,278.0,70.0,25.0,,,0,0,0,17.0,
235.0,265.0,250.0,130.0,244.0,90.0,24.0,,,0,0,0,9.0,
292.0,278.0,208.0,118.0,226.0,80.0,,,,0,0,0,0.0,
290.0,287.0,272.0,89.0,275.0,80.0,34.0,,,0,0,0,,
224.0,268.0,220.0,129.0,243.0,60.0,24.0,,,0,0,0,29.0,
247.0,274.0,212.0,115.0,284.0,80.0,28.0,,,0,0,0,18.0,
253.0,271.0,230.0,111.0,233.0,70.0,29.0,,,0,0,0,10.0,
264.0,262.0,225.0,100.0,220.0,70.0,27.0,,,0,0,0,,
232.0,282.0,180.0,80.0,214.0,50.0,33.0,,,0,0,0,91.0,
261.0,279.0,232.0,132.0,226.0,80.0,26.0,,,0,0,0,50.0,
236.0,254.0,238.0,117.0,253.0,80.0,31.0,,,0,0,0,18.0,
254.0,225.0,292.0,133.0,268.0,90.0,28.0,,,0,0,0,3.0,
268.0,263.0,183.0,174.0,238.0,90.0,18.0,,,0,0,0,3.0,
242.0,220.0,227.0,184.0,209.0,50.0,,,,0,0,0,27.0,
267.0,277.0,274.0,92.0,230.0,70.0,34.0,,,0,0,0,4.0,
296.0,239.0,207.0,81.0,259.0,60.0,28.0,,,0,0,0,38.0,
242.0,228.0,276.0,132.0,242.0,70.0,25.0,,,0,0,0,16.0,
255.0,264.0,269.0,111.0,234.0,60.0,25.0,,,0,0,0,11.0,
305.0,294.0,230.0,140.0,251.0,50.0,,,,0,0,0,25.0,
229.0,252.0,234.0,113.0,244.0,50.0,25.0,,,0,0,1,64.0,
246.0,249.0,181.0,137.0,209.0,50.0,26.0,,,0,0,0,0.0,
278.0,297.0,212.0,68.0,208.0,60.0,35.0,,,0,0,0,25.0,
290.0,322.0,281.0,63.0,255.0,50.0,25.0,,,0,0,0,43.0,
289.0,285.0,245.0,113.0,232.0,90.0,25.0,,,0,0,0,83.0,
237.0,267.0,280.0,102.0,275.0,80.0,27.0,,,0,0,0,,
230.0,229.0,200.0,161.0,171.0,70.0,22.0,,,0,0,0,11.0,
279.0,240.0,268.0,98.0,286.0,80.0,28.0,,,0,0,0,82.0,
225.0,247.0,299.0,111.0,243.0,80.0,25.0,,,0,0,0,3.0,
274.0,254.0,252.0,147.0,236.0,70.0,24.0,,,0,0,0,5.0,
271.0,309.0,267.0,90.0,270.0,90.0,30.0,,,0,0,0,9.0,
240.0,280.0,255.0,123.0,225.0,80.0,33.0,,,0,0,0,9.0,
255.0,256.0,226.0,156.0,235.0,70.0,25.0,,,0,0,0,29.0,
252.0,246.0,223.0,97.0,244.0,80.0,24.0,,,0,0,0,22.0,
269.0,288.0,217.0,109.0,246.0,70.0,24.0,,,0,0,0,,
228.0,273.0,272.0,99.0,194.0,90.0,24.0,,,0,0,0,38.0,
228.0,221.0,272.0,174.0,265.0,80.0,24.0,,,0,0,0,28.0,
192.0,257.0,263.0,106.0,220.0,80.0,28.0,,,0,0,0,45.0,
236.0,241.0,242.0,135.0,179.0,60.0,,,,0,0,0,10.0,
228.0,261.0,253.0,109.0,250.0,80.0,,,,0,0,0,,
226.0,298.0,256.0,78.0,245.0,70.0,,,,0,0,0,,
282.0,263.0,267.0,109.0,261.0,70.0,,,,0,0,0,42.0,
241.0,235.0,244.0,132.0,287.0,90.0,33.0,,,0,0,0,15.0,
272.0,253.0,249.0,120.0,201.0,60.0,,,,0,0,0,23.0,
262.0,306.0,261.0,137.0,299.0,90.0,27.0,,,0,0,0,38.0,
280.0,256.0,250.0,132.0,272.0,80.0,,,,0,0,0,38.0,
262.0,282.0,287.0,121.0,279.0,80.0,,,,0,0,0,6.0,
282.0,288.0,228.0,144.0,207.0,60.0,,,,0,0,0,47.0,
241.0,282.0,238.0,142.0,215.0,90.0,,,,0,1,0,0.0,
273.0,284.0,235.0,92.0,249.0,90.0,24.0,,,0,0,0,13.0,
258.0,253.0,253.0,145.0,252.0,80.0,29.0,,,0,0,0,44.0,
279.0,234.0,218.0,133.0,219.0,90.0,25.0,,,0,0,0,0.0,
249.0,210.0,159.0,157.0,198.0,90.0,16.0,,,0,0,0,8.0,
263.0,238.0,232.0,110.0,193.0,70.0,24.0,,,0,0,0,67.0,
242.0,264.0,220.0,110.0,220.0,60.0,33.0,,,0,0,0,57.0,
237.0,277.0,238.0,147.0,251.0,80.0,24.0,,,0,0,0,45.0,
241.0,243.0,222.0,182.0,191.0,70.0,,,,0,0,0,0.0,
252.0,271.0,223.0,125.0,215.0,70.0,,,,0,0,0,22.0,
240.0,277.0,227.0,130.0,258.0,50.0,,,,0,0,0,0.0,
253.0,248.0,266.0,141.0,267.0,80.0,,,,0,0,0,8.0,
211.0,257.0,160.0,164.0,195.0,90.0,26.0,,,0,0,0,15.0,
293.0,251.0,280.0,137.0,239.0,70.0,,,,0,0,0,11.0,
276.0,220.0,221.0,177.0,233.0,60.0,,,,0,0,0,33.0,
237.0,256.0,236.0,101.0,246.0,70.0,27.0,,,0,0,0,31.0,
245.0,228.0,251.0,149.0,249.0,60.0,,,,0,0,0,10.0,
240.0,220.0,276.0,164.0,283.0,70.0,,,,0,0,0,55.0,
268.0,275.0,255.0,131.0,266.0,60.0,,,,0,0,0,20.0,
294.0,238.0,183.0,122.0,283.0,70.0,,,,0,0,0,10.0,
263.0,236.0,236.0,131.0,235.0,70.0,,,,0,0,0,,
295.0,259.0,231.0,153.0,235.0,80.0,,,,0,0,0,33.0,
260.0,275.0,284.0,102.0,288.0,90.0,25.0,,,0,0,0,46.0,
259.0,207.0,277.0,177.0,275.0,80.0,,,,0,0,0,8.0,
256.0,296.0,241.0,126.0,189.0,70.0,,,,0,0,0,26.0,
256.0,256.0,208.0,113.0,238.0,70.0,,,,0,0,0,10.0,
255.0,255.0,259.0,160.0,226.0,70.0,,,,0,0,1,6.0,
267.0,259.0,243.0,113.0,250.0,60.0,,,,0,0,0,21.0,
230.0,242.0,230.0,171.0,242.0,80.0,25.0,,,0,0,0,37.0,
289.0,257.0,215.0,176.0,228.0,70.0,,,,0,0,0,7.0,
272.0,264.0,277.0,60.0,278.0,80.0,,,,0,0,0,4.0,
301.0,311.0,239.0,113.0,254.0,50.0,,,,0,0,1,67.0,
302.0,299.0,247.0,107.0,226.0,60.0,33.0,,,0,0,0,10.0,
270.0,266.0,245.0,95.0,248.0,80.0,31.0,,,0,0,0,6.0,
263.0,266.0,297.0,106.0,285.0,70.0,27.0,,,0,0,0,13.0,
250.0,207.0,238.0,152.0,247.0,90.0,,,,0,0,0,0.0,
221.0,253.0,195.0,141.0,236.0,70.0,19.0,,,0,0,0,36.0,
272.0,278.0,239.0,117.0,227.0,80.0,,,,0,0,0,16.0,
238.0,303.0,257.0,164.0,244.0,70.0,,,,0,0,0,9.0,
267.0,246.0,247.0,165.0,227.0,60.0,,,,0,0,0,,
262.0,281.0,266.0,171.0,294.0,80.0,,,,0,0,0,,
237.0,237.0,226.0,181.0,248.0,70.0,,,,0,0,0,16.0,
237.0,278.0,278.0,192.0,230.0,70.0,29.0,,,0,0,0,43.0,
259.0,264.0,279.0,143.0,249.0,60.0,,,,0,0,0,,
271.0,264.0,255.0,120.0,251.0,60.0,,,,0,0,0,11.0,
256.0,292.0,228.0,93.0,193.0,60.0,32.0,,,0,0,0,0.0,
287.0,254.0,245.0,136.0,232.0,60.0,24.0,,,0,0,0,42.0,
285.0,242.0,222.0,136.0,259.0,80.0,,,,0,0,0,31.0,
255.0,219.0,263.0,151.0,225.0,80.0,24.0,,,0,0,0,19.0,
280.0,271.0,249.0,101.0,239.0,60.0,,,,0,0,0,3.0,
270.0,277.0,250.0,80.0,281.0,80.0,,,,0,0,0,,
261.0,239.0,248.0,114.0,271.0,80.0,22.0,,,0,0,0,13.0,
242.0,232.0,230.0,132.0,204.0,80.0,18.0,,,0,0,0,0.0,
251.0,222.0,282.0,156.0,235.0,60.0,,,,0,0,0,6.0,
282.0,294.0,245.0,131.0,238.0,70.0,,,,0,0,0,22.0,
260.0,277.0,251.0,113.0,255.0,80.0,30.0,,,0,0,0,37.0,
176.0,283.0,189.0,158.0,204.0,70.0,20.0,,,0,0,0,17.0,
301.0,257.0,202.0,100.0,280.0,70.0,,,,0,0,0,36.0,
270.0,265.0,248.0,97.0,252.0,80.0,,,,0,0,0,0.0,
251.0,237.0,241.0,160.0,221.0,70.0,,,,0,0,0,10.0,
279.0,285.0,245.0,104.0,271.0,80.0,29.0,,,0,0,0,0.0,
278.0,293.0,242.0,110.0,273.0,60.0,,,,0,0,0,25.0,
275.0,265.0,244.0,133.0,280.0,90.0,,,,0,0,0,13.0,
299.0,260.0,229.0,143.0,272.0,80.0,,,,0,0,0,58.0,
274.0,237.0,252.0,154.0,282.0,80.0,,,,0,0,0,16.0,
260.0,248.0,219.0,118.0,216.0,60.0,,,,0,0,0,0.0,
262.0,290.0,257.0,101.0,237.0,90.0,27.0,,,0,0,0,44.0,
264.0,271.0,283.0,98.0,268.0,80.0,,,,0,0,0,25.0,
254.0,298.0,287.0,122.0,269.0,80.0,,,,0,0,0,,
262.0,282.0,258.0,96.0,205.0,60.0,,,,0,0,0,45.0,
263.0,278.0,261.0,121.0,223.0,70.0,,,,0,0,0,,
295.0,287.0,227.0,112.0,235.0,60.0,27.0,,,0,0,0,20.0,
239.0,298.0,250.0,128.0,249.0,30.0,26.0,,,0,0,0,25.0,
265.0,301.0,226.0,82.0,218.0,50.0,24.0,,,0,0,0,25.0,
281.0,275.0,245.0,166.0,260.0,60.0,,,,0,0,0,22.0,
282.0,259.0,241.0,141.0,231.0,90.0,,,,0,0,0,33.0,
248.0,247.0,198.0,162.0,216.0,80.0,24.0,,,0,0,0,,
261.0,274.0,223.0,145.0,226.0,50.0,24.0,,,0,0,0,,50.0
243.0,273.0,278.0,66.0,251.0,70.0,21.0,,,0,0,0,27.0,0.0
299.0,284.0,291.0,116.0,229.0,60.0,31.0,,,0,0,0,11.0,
230.0,228.0,229.0,157.0,213.0,80.0,27.0,,,0,0,0,39.0,
270.0,272.0,255.0,167.0,244.0,60.0,,,,0,0,0,50.0,
241.0,278.0,219.0,124.0,216.0,90.0,,,,0,0,0,,
220.0,250.0,282.0,119.0,180.0,80.0,26.0,,,0,0,0,31.0,
265.0,263.0,258.0,130.0,270.0,70.0,,,,0,0,0,2.0,
253.0,260.0,231.0,152.0,227.0,60.0,,,,0,0,0,19.0,
265.0,239.0,243.0,143.0,258.0,60.0,,,,0,0,0,33.0,
222.0,258.0,227.0,137.0,259.0,90.0,25.0,,,0,0,0,63.0,
254.0,285.0,225.0,131.0,202.0,80.0,29.0,,,0,0,0,69.0,
246.0,225.0,216.0,152.0,213.0,60.0,,,,0,0,0,42.0,
278.0,257.0,216.0,150.0,232.0,60.0,,,,0,0,0,20.0,
257.0,258.0,269.0,113.0,244.0,60.0,,,,0,0,0,68.0,
260.0,301.0,233.0,90.0,208.0,70.0,,,,0,0,0,50.0,
310.0,295.0,273.0,117.0,259.0,60.0,,,,0,0,0,9.0,
254.0,241.0,210.0,177.0,224.0,40.0,,,,0,1,0,,
293.0,265.0,247.0,101.0,228.0,70.0,34.0,,,0,0,0,,
265.0,297.0,201.0,82.0,225.0,50.0,,,,0,0,0,,
230.0,264.0,298.0,87.0,286.0,90.0,,,,0,0,0,0.0,
282.0,305.0,300.0,104.0,286.0,60.0,,,,0,0,0,69.0,
305.0,297.0,251.0,111.0,243.0,60.0,,,,0,0,0,4.0,
251.0,250.0,211.0,129.0,260.0,60.0,,,,0,0,0,23.0,
270.0,302.0,280.0,125.0,231.0,50.0,,,,0,0,0,59.0,
245.0,235.0,232.0,131.0,188.0,50.0,26.0,,,0,0,0,0.0,
249.0,275.0,234.0,135.0,224.0,90.0,,,,0,0,0,18.0,
264.0,262.0,243.0,89.0,255.0,90.0,,,,0,0,0,24.0,
292.0,262.0,200.0,130.0,283.0,60.0,32.0,,,0,0,0,26.0,
248.0,274.0,291.0,92.0,223.0,90.0,,,,0,0,0,12.0,
290.0,293.0,213.0,71.0,237.0,80.0,,,,0,0,0,0.0,
263.0,273.0,201.0,138.0,216.0,90.0,,,,0,0,0,60.0,
254.0,269.0,222.0,140.0,241.0,70.0,,,,0,0,0,21.0,
277.0,234.0,247.0,165.0,272.0,80.0,,,,0,1,0,0.0,
249.0,264.0,258.0,111.0,288.0,70.0,,,,0,0,0,33.0,
228.0,275.0,248.0,142.0,249.0,80.0,29.0,,,0,0,0,22.0,
258.0,265.0,211.0,170.0,204.0,90.0,,,,0,0,0,24.0,
261.0,271.0,248.0,148.0,244.0,80.0,,,,0,0,0,6.0,
250.0,244.0,261.0,175.0,265.0,70.0,,,,0,0,0,13.0,
219.0,315.0,296.0,107.0,156.0,70.0,,,,0,0,0,11.0,
262.0,285.0,284.0,123.0,250.0,70.0,25.0,,,0,0,0,17.0,
287.0,270.0,231.0,104.0,243.0,60.0,,,,0,0,0,8.0,
189.0,284.0,219.0,160.0,167.0,70.0,,,,0,0,0,64.0,
209.0,206.0,229.0,180.0,237.0,50.0,,,,0,0,0,82.0,
267.0,310.0,262.0,84.0,275.0,60.0,,,,0,0,0,3.0,
261.0,298.0,261.0,115.0,243.0,60.0,,,,0,0,0,18.0,
291.0,276.0,252.0,147.0,256.0,60.0,,,,0,0,0,12.0,
267.0,302.0,294.0,97.0,272.0,90.0,,,,0,0,0,15.0,
240.0,262.0,214.0,128.0,217.0,60.0,26.0,,,0,0,0,19.0,
259.0,204.0,288.0,152.0,281.0,70.0,,,,0,0,0,33.0,
270.0,242.0,240.0,196.0,278.0,70.0,,,,0,0,1,0.0,
190.0,281.0,252.0,138.0,202.0,70.0,,,,0,0,0,54.0,
280.0,270.0,290.0,142.0,302.0,90.0,,,,0,0,0,,
233.0,250.0,260.0,140.0,244.0,70.0,,,,0,0,0,25.0,
280.0,259.0,232.0,163.0,249.0,90.0,,,,0,0,0,50.0,
294.0,247.0,250.0,142.0,256.0,80.0,,,,0,0,0,10.0,
249.0,256.0,235.0,151.0,205.0,70.0,,,,0,0,0,,
268.0,253.0,217.0,129.0,205.0,50.0,,,,0,0,0,31.0,
294.0,292.0,293.0,125.0,228.0,50.0,,,,0,0,0,,
269.0,266.0,236.0,101.0,246.0,70.0,,,,0,0,0,67.0,
237.0,256.0,292.0,110.0,255.0,80.0,,,,0,0,0,45.0,
282.0,289.0,269.0,87.0,247.0,90.0,,,,0,0,0,,
251.0,245.0,249.0,142.0,217.0,60.0,26.0,,,0,0,0,33.0,
247.0,212.0,223.0,146.0,267.0,80.0,27.0,,,0,1,0,,
216.0,217.0,233.0,154.0,210.0,60.0,,,,0,0,0,62.0,
270.0,265.0,267.0,107.0,293.0,70.0,32.0,,,0,0,0,,
253.0,229.0,231.0,147.0,240.0,60.0,,,,0,0,0,0.0,
259.0,253.0,223.0,184.0,226.0,40.0,,,,0,0,0,3.0,
268.0,304.0,254.0,98.0,244.0,80.0,,,,0,0,0,0.0,
271.0,277.0,239.0,90.0,245.0,70.0,,,,0,0,0,0.0,
266.0,233.0,227.0,173.0,229.0,80.0,,,,0,0,0,7.0,
278.0,287.0,268.0,140.0,275.0,80.0,,,,0,0,0,0.0,
300.0,278.0,252.0,130.0,265.0,60.0,,,,0,0,0,0.0,
255.0,236.0,178.0,140.0,242.0,60.0,,,,0,0,0,0.0,
246.0,248.0,252.0,171.0,223.0,70.0,,,,0,0,0,55.0,
266.0,311.0,271.0,80.0,226.0,90.0,30.0,,,0,0,0,60.0,
239.0,251.0,269.0,141.0,250.0,80.0,,,,0,0,0,33.0,
262.0,253.0,256.0,165.0,212.0,70.0,,,,0,0,0,10.0,
296.0,276.0,238.0,165.0,256.0,90.0,,,,0,0,0,77.0,
248.0,249.0,252.0,164.0,193.0,70.0,,,,0,0,0,23.0,
249.0,238.0,218.0,147.0,232.0,50.0,,,,0,0,0,,
245.0,266.0,271.0,100.0,201.0,60.0,26.0,,,0,1,0,20.0,
250.0,266.0,247.0,136.0,230.0,60.0,,,,0,0,0,0.0,
249.0,269.0,252.0,110.0,232.0,50.0,,,,0,0,0,48.0,
238.0,233.0,248.0,129.0,236.0,60.0,,,,0,0,0,17.0,
271.0,267.0,247.0,136.0,232.0,70.0,32.0,,,0,0,0,36.0,
283.0,283.0,271.0,124.0,232.0,70.0,,,,0,0,0,0.0,
242.0,265.0,254.0,99.0,218.0,90.0,28.0,,,0,0,0,30.0,
257.0,272.0,251.0,119.0,240.0,70.0,,,,0,0,0,60.0,
256.0,228.0,235.0,182.0,235.0,60.0,,,,0,0,0,36.0,
262.0,265.0,223.0,147.0,250.0,70.0,,,,0,0,0,53.0,
229.0,232.0,229.0,164.0,227.0,80.0,,,,0,0,1,,
299.0,269.0,264.0,131.0,258.0,60.0,,,,0,0,0,13.0,
262.0,230.0,245.0,171.0,230.0,60.0,,,,0,0,0,45.0,
251.0,263.0,258.0,124.0,260.0,90.0,,,,0,0,0,38.0,
197.0,255.0,243.0,113.0,224.0,90.0,26.0,,,0,0,0,10.0,
266.0,287.0,252.0,91.0,253.0,60.0,25.0,,,0,0,0,8.0,
283.0,269.0,256.0,126.0,270.0,70.0,,,,0,0,0,17.0,
279.0,289.0,297.0,179.0,293.0,60.0,,,,0,0,0,44.0,
261.0,297.0,261.0,148.0,247.0,60.0,,,,0,0,0,26.0,
315.0,289.0,201.0,154.0,239.0,80.0,,,,0,0,0,,
300.0,289.0,243.0,140.0,275.0,70.0,,,,0,0,0,38.0,
244.0,224.0,226.0,193.0,217.0,60.0,,,,0,0,0,,
269.0,269.0,268.0,105.0,231.0,90.0,,,,0,0,0,36.0,
265.0,272.0,276.0,159.0,270.0,70.0,,,,0,0,0,60.0,
271.0,266.0,245.0,139.0,226.0,80.0,,,,0,0,1,44.0,
254.0,240.0,273.0,185.0,205.0,60.0,,,,0,0,0,54.0,
239.0,294.0,243.0,120.0,256.0,90.0,28.0,,,0,0,0,,
253.0,253.0,240.0,125.0,192.0,80.0,,,,0,1,0,11.0,
243.0,249.0,235.0,146.0,255.0,60.0,,,,0,0,0,29.0,
207.0,248.0,268.0,120.0,254.0,60.0,25.0,,,0,0,0,,
241.0,261.0,218.0,186.0,219.0,60.0,24.0,,,0,0,0,28.0,
213.0,302.0,237.0,111.0,237.0,60.0,28.0,,,0,0,0,,
285.0,310.0,246.0,126.0,248.0,70.0,34.0,,,0,0,0,,
266.0,276.0,233.0,118.0,249.0,60.0,,,,0,0,0,21.0,
259.0,284.0,214.0,98.0,195.0,60.0,,,,0,0,0,40.0,
232.0,271.0,252.0,146.0,186.0,90.0,31.0,,,0,0,0,0.0,
264.0,260.0,238.0,149.0,257.0,60.0,,,,0,0,0,33.0,
273.0,258.0,259.0,146.0,265.0,50.0,,,,0,0,0,31.0,
225.0,284.0,287.0,112.0,228.0,70.0,,,,0,0,0,,
279.0,283.0,261.0,124.0,273.0,60.0,,,,0,0,0,57.0,
237.0,194.0,220.0,150.0,295.0,80.0,22.0,,,0,0,0,17.0,
266.0,271.0,269.0,81.0,274.0,70.0,,,,0,0,0,25.0,
258.0,292.0,276.0,135.0,225.0,70.0,,,,0,0,0,20.0,
256.0,285.0,240.0,105.0,213.0,60.0,,,,0,0,0,10.0,
279.0,261.0,212.0,104.0,253.0,70.0,,,,0,0,0,0.0,
289.0,288.0,224.0,143.0,266.0,80.0,,,,0,0,0,43.0,
272.0,300.0,275.0,105.0,231.0,60.0,,,,0,0,0,24.0,
197.0,246.0,259.0,174.0,205.0,60.0,20.0,,,0,0,0,11.0,
277.0,280.0,199.0,185.0,258.0,60.0,,,,0,0,0,11.0,
235.0,229.0,173.0,182.0,198.0,70.0,24.0,,,0,0,0,99.0,
263.0,263.0,242.0,105.0,207.0,70.0,,,,0,0,0,40.0,
283.0,301.0,258.0,99.0,251.0,60.0,,,,0,0,0,57.0,
284.0,270.0,254.0,115.0,253.0,60.0,,,,0,0,0,46.0,
274.0,265.0,209.0,144.0,219.0,80.0,,,,0,0,0,,
286.0,296.0,276.0,66.0,308.0,50.0,,,,0,0,0,,
286.0,294.0,201.0,154.0,252.0,70.0,,,,0,0,0,33.0,
